OBJECTID,id,d,e,datum,den,rok,mesic,zavineni,viditelnost,cas,hodina,mesic_t,doba,den_v_tydnu,alkohol,alkohol_vinik,hlavni_pricina,srazka,pricina,stav_vozovky,povetrnostni_podm,rozhled,misto_nehody,druh_komun,usmrceno_os,tezce_zran_os,lehce_zran_os,hmotna_skoda,smrt,tz,lz,smrt_dny,smrt_po,vek_skupina,chodec_pohlavi,kategorie_chodce,stav_chodce,chovani_chodce,situace_nehody,prvni_pomoc,nasledky_chodce,nazev,POINT_X,POINT_Y,GlobalID,x,y
1502,60206161251,,,7/15/2016 12:00:00 AM,5,2016,7,řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",2560,25,červenec,noc,pátek,Nezjišťován,nezjišťováno,nesprávný způsob jízdy,srážka s chodcem,řidič se plně nevěnoval řízení vozidla,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace místní,0,1,0,0,0,1,0,1,,33-44,muž,muž,"pod vlivem alkoholu, obsah alkoholu v krvi 1 ‰ a více",žádné z uvedených,jiná situace,vozidlem RZP,těžké zranění,,,,a6c9dbcc-18ea-49e4-b88e-538ea4f4af98
1503,60206161259,-597912.749,-1161230.442,7/17/2016 12:00:00 AM,7,2016,7,chodcem,"v noci - s veřejným osvětlením, viditelnost nezhoršená vlivem povětrnostních podmínek",128,1,červenec,noc,neděle,Nezjišťován,nezjišťováno,nezaviněno řidičem,srážka s chodcem,nezaviněná řidičem,povrch mokrý,déšť,dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),0,0,1,0,0,0,0,1,,,muž,muž,nezjištěno,žádné z uvedených,přecházení mimo přechod (2O a více metrů od přechodu),nebylo třeba poskytnout,bez zranění,Brno-střed,16.6121006760001,49.1910818740001,2c22a613-1c30-4431-bcc9-65ab7f1024ba,617459.146950358,5449948.67623932
1504,60206161268,-598314.109,-1160287.501,7/18/2016 12:00:00 AM,1,2016,7,řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",1734,17,červenec,den,pondělí,Ne,ne,nedání přenosti v jízdě,srážka s jedoucím nekolejovým vozidlem,při odbočování vlevo,"povrch suchý, neznečistěný",neztížené,dobré,přechod pro chodce,uzel (křižovatka sledovaná ve vybraných městech),0,0,2,140000,0,0,1,1,,45-60,žena,žena,dobrý - žádné nepříznivé okolnosti nebyly zjištěny,"správné, přiměřené","chůze, stání na chodníku",vozidlem RZP,lehké zranění,Brno-střed,16.605234685,49.199124291,8d7f7d0b-60d6-4ae4-8493-5df810786910,616939.939192251,5450832.05964703
1505,60206161303,-593511.234,-1163039.286,7/25/2016 12:00:00 AM,1,2016,7,řidičem motorového vozidla,"v noci - s veřejným osvětlením, viditelnost nezhoršená vlivem povětrnostních podmínek",2130,21,červenec,noc,pondělí,Ne,ne,nedání přenosti v jízdě,srážka s chodcem,chodci na vyznačeném přechodu,povrch mokrý,neztížené,dobré,přechod pro chodce,uzel (křižovatka sledovaná ve vybraných městech),0,0,2,70000,0,0,1,1,,33-44,muž,jiná skupina,nezjištěno,žádné z uvedených,jiná situace,vozidlem RZP,lehké zranění,Brno-Slatina,16.674792687,49.179145234,ee2a5d47-dccb-4d23-8087-4c926c31c1de,622056.12275226,5448720.96778649
1506,60206161303,-593511.234,-1163039.286,7/25/2016 12:00:00 AM,1,2016,7,řidičem motorového vozidla,"v noci - s veřejným osvětlením, viditelnost nezhoršená vlivem povětrnostních podmínek",2130,21,červenec,noc,pondělí,Ne,ne,nedání přenosti v jízdě,srážka s chodcem,chodci na vyznačeném přechodu,povrch mokrý,neztížené,dobré,přechod pro chodce,uzel (křižovatka sledovaná ve vybraných městech),0,0,2,70000,0,0,1,1,,16-18,muž,jiná skupina,nezjištěno,žádné z uvedených,jiná situace,vozidlem RZP,lehké zranění,Brno-Slatina,16.674792687,49.179145234,e33f4951-26c0-42e7-8ccd-76df06fdf9fb,622056.12275226,5448720.96778649
1507,60206161323,-593739.96,-1160591.595,4/23/2016 12:00:00 AM,6,2016,4,řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",900,9,duben,den,sobota,Nezjišťován,nezjišťováno,nesprávný způsob jízdy,srážka s chodcem,řidič se plně nevěnoval řízení vozidla,jiný stav povrchu vozovky v době nehod,neztížené,dobré,žádné nebo žádné z uvedených,"komunikace účelová - ostatní (parkoviště, odpočívky apod.",0,1,0,0,0,1,0,1,,61-70,žena,žena,dobrý - žádné nepříznivé okolnosti nebyly zjištěny,žádné z uvedených,jiná situace,vozidlem RZP,těžké zranění,Brno-Líšeň,16.668090684,49.2008113750001,c0f0d36b-8cc1-4f96-83c0-5f4b85d5ffa2,621514.625083637,5451118.63644804
1508,60206161326,-598086.403,-1161245.231,7/29/2016 12:00:00 AM,5,2016,7,řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",1010,10,červenec,den,pátek,Ne,ne,nesprávný způsob jízdy,srážka s chodcem,nesprávné otáčení nebo couvání,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace místní,0,1,0,0,0,1,0,1,,71 a více,žena,žena,dobrý - žádné nepříznivé okolnosti nebyly zjištěny,"správné, přiměřené",přecházení mimo přechod (2O a více metrů od přechodu),vozidlem RZP,těžké zranění,Brno-střed,16.6097536890001,49.1907818560001,de4fab89-d017-41c5-80fc-fbdee98e3991,617288.859225877,5449911.68554023
1509,60206161344,-596284.788,-1161240.241,8/1/2016 12:00:00 AM,1,2016,8,řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",755,7,srpen,den,pondělí,Ne,ne,nedání přenosti v jízdě,srážka s chodcem,chodci na vyznačeném přechodu,"povrch suchý, neznečistěný",neztížené,dobré,přechod pro chodce,uzel (křižovatka sledovaná ve vybraných městech),0,0,1,0,0,0,1,1,,24-32,muž,muž,dobrý - žádné nepříznivé okolnosti nebyly zjištěny,"správné, přiměřené",přecházení po vyznačeném přechodu,vozidlem RZP,lehké zranění,Brno-Židenice,16.6343226830001,49.1925649470001,74912e42-f973-46b3-937a-b0045a61a3d1,619074.639431197,5450148.26503107
1510,60206161363,-597761.454,-1161168.826,8/4/2016 12:00:00 AM,4,2016,8,chodcem,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",638,6,srpen,den,čtvrtek,"Ano, obsah alkoholu v krvi 1,5‰ a více",ano,nezaviněno řidičem,srážka s chodcem,nezaviněná řidičem,"povrch suchý, neznečistěný",neztížené,dobré,"most, nadjezd, podjezd, tunel",komunikace sledovaná (ve vybraných městech),0,0,1,20000,0,0,1,1,,24-32,muž,muž,"pod vlivem alkoholu, obsah alkoholu v krvi 1 ‰ a více",náraz do vozidla z boku,přecházení mimo přechod (2O a více metrů od přechodu),vozidlem RZP,lehké zranění,Brno-střed,16.614073682,49.1917789070001,815d9e1c-a2e6-49b1-b7fe-eba158e5287c,617601.243900638,5450029.22424128
1511,60206161385,-598281.563,-1160328.829,8/8/2016 12:00:00 AM,1,2016,8,řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",1110,11,srpen,den,pondělí,Ne,ne,nedání přenosti v jízdě,srážka s chodcem,chodci na vyznačeném přechodu,"povrch suchý, neznečistěný",neztížené,dobré,přechod pro chodce,uzel (křižovatka sledovaná ve vybraných městech),0,1,0,30000,0,1,0,1,,45-60,muž,muž,dobrý - žádné nepříznivé okolnosti nebyly zjištěny,"správné, přiměřené",vstup chodce na signál VOLNO,vozidlem RZP,těžké zranění,Brno-střed,16.605739688,49.19878627,7b3bb3ac-5fa2-4cfb-9304-8f155888e376,616977.524183547,5450795.26482112
1512,60206161393,-598935.988,-1161400.201,8/9/2016 12:00:00 AM,2,2016,8,řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",1200,12,srpen,den,úterý,Ne,ne,nedání přenosti v jízdě,srážka s chodcem,chodci na vyznačeném přechodu,"povrch suchý, neznečistěný",neztížené,dobré,přechod pro chodce,komunikace sledovaná (ve vybraných městech),0,0,1,2000,0,0,1,1,,71 a více,žena,žena,dobrý - žádné nepříznivé okolnosti nebyly zjištěny,"správné, přiměřené",přecházení po vyznačeném přechodu,vozidlem RZP,lehké zranění,Brno-střed,16.598393677,49.1885747420001,0b16346e-1712-4d29-bfcd-4dbe34f4b25b,616466.366220907,5449648.79369378
1513,60206161397,-599262.777,-1164850.892,8/10/2016 12:00:00 AM,3,2016,8,řidičem motorového vozidla,"ve dne, zhoršená viditelnost vlivem povětrnostních podmínek (mlha, sněžení, déšť apod.)",655,6,srpen,den,středa,Ne,ne,nedání přenosti v jízdě,srážka s chodcem,chodci na vyznačeném přechodu,povrch mokrý,déšť,dobré,přechod pro chodce,uzel (křižovatka sledovaná ve vybraných městech),0,0,1,0,0,0,1,1,,12-15,chlapec (do 15 let),dítě (do 15 let),dobrý - žádné nepříznivé okolnosti nebyly zjištěny,"správné, přiměřené",přecházení po vyznačeném přechodu,vozidlem RZP,lehké zranění,Brno-jih,16.599030688,49.1574080030001,cca7ecef-5e50-4c18-a934-189708b24521,616585.963474983,5446185.20578138
1514,60206161403,-596791.549,-1158710.392,8/11/2016 12:00:00 AM,4,2016,8,řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",815,8,srpen,den,čtvrtek,Ne,ne,nesprávný způsob jízdy,srážka s chodcem,nesprávné otáčení nebo couvání,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace místní,0,1,0,0,0,1,0,1,,71 a více,žena,žena,dobrý - žádné nepříznivé okolnosti nebyly zjištěny,"správné, přiměřené",přecházení těsně před nebo za vozidlem parkujícím,vozidlem RZP,těžké zranění,Brno-sever,16.623685686,49.2146950600001,20e3a527-d06a-4cc3-97a3-f4b5717d7987,618246.881242877,5452591.62658453
1515,60206161405,-597938.596,-1161256.62,8/11/2016 12:00:00 AM,4,2016,8,řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",955,9,srpen,den,čtvrtek,Ne,ne,nesprávný způsob jízdy,srážka s chodcem,řidič se plně nevěnoval řízení vozidla,"povrch suchý, neznečistěný",neztížené,dobré,v blízkosti přechodu pro chodce (do vzdálenosti 20 m),komunikace sledovaná (ve vybraných městech),0,0,1,0,0,0,1,1,,61-70,muž,muž,nezjištěno,"správné, přiměřené",vstup chodce do vozovky v blízkosti přechodu (cca do 2O m),vozidlem RZP,lehké zranění,Brno-střed,16.611786689,49.1908228570001,cd4c386f-00e6-42f5-93bd-b474066ed554,617436.883667078,5449919.39597379
1516,60206161412,-597123.069,-1165173,8/11/2016 12:00:00 AM,4,2016,8,chodcem,"v noci - s veřejným osvětlením, viditelnost nezhoršená vlivem povětrnostních podmínek",2100,21,srpen,noc,čtvrtek,Ne,ne,nezaviněno řidičem,srážka s chodcem,nezaviněná řidičem,"povrch suchý, neznečistěný",neztížené,dobré,přechod pro chodce,uzel (křižovatka sledovaná ve vybraných městech),0,0,1,100,0,0,1,1,,0-6,chlapec (do 15 let),dítě (do 15 let),"nepozornost, roztržitost","zmatené, zbrklé, nerozhodné jednání",vstup chodce na signál STŮJ,vozidlem RZP,lehké zranění,Brno-jih,16.628672684,49.156594962,26faa9b0-f1b7-4b71-9482-e493e6edab78,618749.034397761,5446140.88948513
1517,60206161444,-598095.767,-1161305.404,8/19/2016 12:00:00 AM,5,2016,8,chodcem,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",1308,13,srpen,den,pátek,Ne,ne,nezaviněno řidičem,srážka s chodcem,nezaviněná řidičem,"povrch suchý, neznečistěný",neztížené,dobré,v blízkosti přechodu pro chodce (do vzdálenosti 20 m),komunikace sledovaná (ve vybraných městech),0,0,3,0,0,0,1,1,,7-11,dívka (do 15 let),jiná skupina,nezjištěno,žádné z uvedených,jiná situace,vozidlem RZP,lehké zranění,Brno-střed,16.60971468,49.1902348300001,196c799b-e3b9-4fb4-b481-b31e5ad15be4,617287.310501909,5449850.81625831
1518,60206161444,-598095.767,-1161305.404,8/19/2016 12:00:00 AM,5,2016,8,chodcem,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",1308,13,srpen,den,pátek,Ne,ne,nezaviněno řidičem,srážka s chodcem,nezaviněná řidičem,"povrch suchý, neznečistěný",neztížené,dobré,v blízkosti přechodu pro chodce (do vzdálenosti 20 m),komunikace sledovaná (ve vybraných městech),0,0,3,0,0,0,1,1,,0-6,dívka (do 15 let),jiná skupina,nezjištěno,žádné z uvedených,jiná situace,vozidlem RZP,lehké zranění,Brno-střed,16.60971468,49.1902348300001,5bdb71ce-f1c8-4a87-afe0-ff3a887c93f2,617287.310501909,5449850.81625831
1519,60206161444,-598095.767,-1161305.404,8/19/2016 12:00:00 AM,5,2016,8,chodcem,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",1308,13,srpen,den,pátek,Ne,ne,nezaviněno řidičem,srážka s chodcem,nezaviněná řidičem,"povrch suchý, neznečistěný",neztížené,dobré,v blízkosti přechodu pro chodce (do vzdálenosti 20 m),komunikace sledovaná (ve vybraných městech),0,0,3,0,0,0,1,1,,33-44,žena,jiná skupina,nezjištěno,žádné z uvedených,jiná situace,vozidlem RZP,lehké zranění,Brno-střed,16.60971468,49.1902348300001,6565acf6-b8ed-4fa8-8214-74eba2efa51d,617287.310501909,5449850.81625831
1520,60206161446,-597927.89,-1159203.871,8/19/2016 12:00:00 AM,5,2016,8,chodcem,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",1838,18,srpen,den,pátek,Ne,ne,nezaviněno řidičem,srážka s chodcem,nezaviněná řidičem,"povrch suchý, neznečistěný",neztížené,dobré,přechod pro chodce,uzel (křižovatka sledovaná ve vybraných městech),0,0,1,20000,0,0,1,1,,45-60,muž,muž,"nepozornost, roztržitost",žádné z uvedených,vstup chodce na signál STŮJ,vozidlem RZP,lehké zranění,Brno-Královo Pole,16.6089056760001,49.209185796,6af9f93a-5b52-44f6-9b01-54cdffec201a,617183.574551416,5451956.20456619
1521,60206161540,-596412.014,-1158361.3,9/5/2016 12:00:00 AM,1,2016,9,řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",1545,15,září,den,pondělí,Ne,ne,nedání přenosti v jízdě,srážka s chodcem,chodci na vyznačeném přechodu,"povrch suchý, neznečistěný",neztížené,dobré,přechod pro chodce,komunikace sledovaná (ve vybraných městech),0,0,1,0,0,0,1,1,,0-6,chlapec (do 15 let),jiná skupina,nezjištěno,žádné z uvedených,jiná situace,vozidlem RZP,lehké zranění,Brno-sever,16.6283516770001,49.2181822320001,76481b82-529f-4e89-930c-9d6d1c5b95dc,618578.330350657,5452986.57413195
1522,60206161544,-596086.414,-1157106.07,9/6/2016 12:00:00 AM,2,2016,9,řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",715,7,září,den,úterý,Ne,ne,nesprávný způsob jízdy,srážka s chodcem,řidič se plně nevěnoval řízení vozidla,"povrch suchý, neznečistěný",neztížené,dobré,"zastávka autobusu, trolejbusu, tramvaje s nástup. ostrůvkem",komunikace sledovaná (ve vybraných městech),0,0,1,0,0,0,1,1,,24-32,žena,žena,dobrý - žádné nepříznivé okolnosti nebyly zjištěny,"správné, přiměřené",jiná situace,vozidlem RZP,lehké zranění,Brno-sever,16.630948678,49.2297187730001,25b9b8c8-9f22-47e4-beec-8400f56a065c,618739.787684601,5454273.08477369
1523,60206161550,-599971.334,-1155256.026,9/6/2016 12:00:00 AM,2,2016,9,chodcem,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",1603,16,září,den,úterý,Ne,ne,nezaviněno řidičem,srážka s chodcem,nezaviněná řidičem,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),0,0,1,20000,0,0,1,1,,7-11,chlapec (do 15 let),dítě (do 15 let),"nepozornost, roztržitost","náhlé vstoupení do vozovky z chodníku, krajnice",chůze po správné straně,vozidlem RZP,lehké zranění,Brno-Medlánky,16.57517468,49.2425013440001,49108050-9513-42f6-9440-66c6ed86cd60,614649.767300933,5455607.98259276
1524,60206161554,-598690.132,-1159435.625,9/7/2016 12:00:00 AM,3,2016,9,řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",1725,17,září,den,středa,Ne,ne,nedání přenosti v jízdě,srážka s chodcem,chodci na vyznačeném přechodu,"povrch suchý, neznečistěný",neztížené,dobré,přechod pro chodce,komunikace sledovaná (ve vybraných městech),0,0,1,5000,0,0,1,1,,12-15,dívka (do 15 let),dítě (do 15 let),dobrý - žádné nepříznivé okolnosti nebyly zjištěny,"správné, přiměřené",přecházení po vyznačeném přechodu,vozidlem RZP,lehké zranění,Brno-střed,16.598846687,49.2063766570001,144dbc05-a558-4fd1-aee8-efb9894b3a6e,616457.561470336,5451628.40165077
1525,60206161567,-598687.507,-1157797.826,9/9/2016 12:00:00 AM,5,2016,9,řidičem motorového vozidla,"ve dne, viditelnost nezhoršená vlivem povětrnostních podmínek",700,7,září,den,pátek,Ne,ne,nesprávný způsob jízdy,srážka s chodcem,řidič se plně nevěnoval řízení vozidla,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,uzel (křižovatka sledovaná ve vybraných městech),0,1,0,10000,0,1,0,1,,24-32,žena,žena,dobrý - žádné nepříznivé okolnosti nebyly zjištěny,"správné, přiměřené",přecházení mimo přechod (2O a více metrů od přechodu),vozidlem RZP,těžké zranění,Brno-Královo Pole,16.5964629150001,49.2210216350001,ab8171d8-b2ff-4694-b3ec-e4a4921e75ef,616249.583378551,5453252.7167438
1526,60206161573,-599191.367,-1166421.394,9/9/2016 12:00:00 AM,5,2016,9,chodcem,"v noci - s veřejným osvětlením, viditelnost nezhoršená vlivem povětrnostních podmínek",2000,20,září,den,pátek,"Ano, obsah alkoholu v krvi 1,5‰ a více",ano,nezaviněno řidičem,srážka s chodcem,nezaviněná řidičem,"povrch suchý, neznečistěný",neztížené,dobré,žádné nebo žádné z uvedených,komunikace sledovaná (ve vybraných městech),0,0,1,0,0,0,1,1,,19-24,muž,muž,"pod vlivem alkoholu, obsah alkoholu v krvi 1 ‰ a více",špatný odhad vzdálenosti a rychlosti vozidla,přecházení mimo přechod (2O a více metrů od přechodu),vozidlem RZP,lehké zranění,Brno-jih,16.6023203180001,49.143436115,8c6250cc-96c9-4f22-b383-ae2b102014b1,616858.666698619,5444637.13391801
1527,60206161591,-599254.962,-1162394.654,9/13/2016 12:00:00 AM,2,2016,9,chodcem,"v noci - s veřejným osvětlením, viditelnost nezhoršená vlivem povětrnostních podmínek",1941,19,září,den,úterý,Ne,ne,nezaviněno řidičem,srážka s chodcem,nezaviněná řidičem,"povrch suchý, neznečistěný",neztížené,dobré,v blízkosti přechodu pro chodce (do vzdálenosti 20 m),komunikace sledovaná (ve vybraných městech),0,0,1,0,0,0,1,1,,45-60,muž,muž,"nepozornost, roztržitost","náhlé vstoupení do vozovky z chodníku, krajnice",jiná situace,vozidlem RZP,lehké zranění,Brno-střed,16.5955116870001,49.1793752460001,aa242be1-0ee6-4b55-b8c5-58a2222c7ed6,616277.936567794,5448621.72300333
